[[0, 0, 4], [0, 0, 4], [0, 0, 4], [0, 0, 4], [0, 0, 4]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 3, 8], [-1, 0, 6]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 3, 8], [0, 0, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 3, 8], [0, 4, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 3, 8], [1, 0, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [0, 3, 8], [1, 1, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [-1, 4, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [-1, 5, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [-1, 6, 8]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 0, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 2, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 3, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 4, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 5, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 6, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 7, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [0, 9, 10]]
[[1, 0, 6], [0, 0, 6], [1, 0, 8], [1, 2, 10], [1, 5, 12]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 1, 6], [-1, 1, 4]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 4, 6], [-1, 2, 4]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 4, 6], [0, 5, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [-1, 1, 4]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [-1, 3, 4]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [-1, 4, 4]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [0, 1, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [0, 2, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [-1, 5, 6], [0, 4, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 0, 8], [-1, 2, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 0, 8], [-1, 4, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 0, 8], [0, 0, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 0, 8], [0, 2, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 0, 8], [1, 1, 10]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [-1, 1, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [-1, 4, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [-1, 6, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [0, 0, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [0, 4, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [0, 5, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 3, 8], [1, 1, 10]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [-1, 0, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [-1, 2, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [-1, 4, 6]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [0, 0, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [0, 2, 8]]
[[1, 0, 6], [0, 0, 6], [1, 1, 8], [0, 5, 8], [0, 3, 8]]
[[1, 0, 6], [0, 1, 6], [-1, 0, 4], [0, 3, 4], [0, 0, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [-1, 0, 4], [0, 3, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [-1, 2, 4], [0, 3, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 0, 6], [-1, 0, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 0, 6], [-1, 3, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 0, 6], [0, 0, 6]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 2, 6], [-1, 0, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 2, 6], [-1, 1, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 2, 6], [-1, 2, 4]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 2, 6], [0, 0, 6]]
[[1, 0, 6], [0, 1, 6], [0, 0, 6], [0, 2, 6], [0, 2, 6]]
[[1, 0, 6], [1, 0, 8], [-1, 2, 6], [0, 1, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [-1, 2, 6], [0, 1, 6], [-1, 3, 4]]
[[1, 0, 6], [1, 0, 8], [-1, 2, 6], [0, 1, 6], [0, 0, 6]]
[[1, 0, 6], [1, 0, 8], [-1, 2, 6], [0, 1, 6], [0, 3, 6]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [0, 0, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [0, 0, 8], [1, 0, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [0, 0, 8], [1, 1, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [0, 3, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [0, 4, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [-1, 7, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 1, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 3, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 4, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 5, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 6, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 7, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [0, 9, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [1, 0, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [1, 1, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [1, 2, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [1, 8, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 0, 10], [1, 9, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [-1, 7, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [-1, 8, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [-1, 9, 8]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 2, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 3, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 4, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 5, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 6, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 7, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [0, 9, 10]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [1, 0, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [1, 1, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [1, 7, 12]]
[[1, 0, 6], [1, 0, 8], [0, 0, 8], [1, 1, 10], [1, 9, 12]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 0, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 0, 6], [0, 5, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 1, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 1, 6], [-1, 1, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 1, 6], [-1, 2, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 1, 6], [-1, 4, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 1, 6], [-1, 5, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 2, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 2, 6], [-1, 3, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 2, 6], [0, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 4, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 4, 6], [-1, 2, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 4, 6], [0, 5, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 5, 6], [-1, 0, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 5, 6], [-1, 2, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 5, 6], [-1, 3, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 5, 6], [0, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 5, 6], [0, 2, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 7, 6], [-1, 1, 4]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [-1, 7, 6], [0, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [-1, 6, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 0, 8], [0, 6, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [-1, 5, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [-1, 6, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [-1, 7, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [0, 4, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 2, 8], [0, 6, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [-1, 3, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [-1, 5, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [-1, 6, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [0, 3, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 3, 8], [0, 5, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 4, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 4, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 4, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [-1, 2, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [-1, 3, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [0, 1, 8], [0, 6, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 3, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 5, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 6, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [-1, 7, 6]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [0, 1, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [0, 2, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [-1, 2, 8], [0, 6, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 0, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 0, 10], [0, 4, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 0, 10], [0, 5, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 0, 10], [1, 0, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 0, 10], [1, 1, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 1, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 2, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 6, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 7, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 8, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [-1, 9, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 2, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 3, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 4, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 5, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 6, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 1, 10], [0, 8, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [-1, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [-1, 5, 8]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [0, 2, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [0, 3, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [0, 2, 10], [0, 5, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [-1, 2, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [-1, 3, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [0, 0, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [0, 1, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [0, 2, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [1, 0, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [1, 1, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 0, 12], [1, 3, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 1, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 2, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 3, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 7, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 8, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 9, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 10, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [-1, 11, 10]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 0, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 1, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 2, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 3, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 4, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 5, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 6, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 7, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 8, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 9, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [0, 11, 12]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 0, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 1, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 2, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 4, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 6, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 8, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 9, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 10, 14]]
[[1, 0, 6], [1, 0, 8], [1, 0, 10], [1, 1, 12], [1, 11, 14]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [-1, 3, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [-1, 5, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [-1, 6, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [-1, 7, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 1, 8], [0, 7, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [-1, 0, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [-1, 1, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [-1, 4, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [-1, 5, 6]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [0, 1, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 2, 8], [0, 4, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 7, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [-1, 9, 8], [0, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [-1, 1, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [-1, 7, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [-1, 8, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [0, 0, 10]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [0, 7, 10]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [1, 0, 12]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 0, 10], [1, 1, 12]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 0, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 1, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 2, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 4, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 5, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 6, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 7, 8]]
[[1, 0, 6], [1, 0, 8], [1, 1, 10], [0, 1, 10], [-1, 8, 8]]
